review,tag_arr
"Heading into the Galleria to shoe shop with the wife, she figured it would be beneficial to get me a snack before the doldrums of shoe shopping. Thought the dollar menu should be an inexpensive snack before we went home for a full dinner.It was an easy transaction to get a soda, burger and fries, they're order fulfillment time was about the highlight of the visit.Our food was ready, so we sat down and tore into the bag. The burger was your typical McD's burger, nothing special, tastes like a very cheap, almost beef patty. The fries however, looked and tasted like they had been dropped into the fryer a couple times. Finally, the soda... there was a slightly off taste to it, could be the mix, or the syrup was on its way out, either way, it wasn't the greatest tasting soda I have had.After eating, I went to get my drink refilled, as they normally give one refill per cup at this location. Not this time. Now, if you would like a refill, it is $0.54. I was really tempted to break out the credit card to pay for a refill, just out of spite. Laziness prevailed and I walked away. I can understand not having unlimited refills at a mall, where mallrats could abuse the refill policy. That is why it was perfectly understandable to have only one refill per cup.","['0.6607', 0, 0, 0, '1.0', 0, 0, '0.6607']"
Couldn't get a chocolate-dipped cone because they shut off the ice cream machine at midnight. WTF?!,"[0, 0, 0, 0, 0, 0, '0.6867', 0]"
"Just having come from a trip at the hotel across the street from this little wonder, I got to speak.Night one: About midnight I go in. There are about 5 people waiting in line. Fewer are behind the counter. The lights are on.Mister Manager announces ""We close for 30 minutes! Order later!"". Curious. Rude. Dismissive.Night two: The layout of the place makes for poor line control. From S. Las Vegas Blvd. won walks into a box type eating area, then for no good reason the ordering counters swing to an angle. One is challenged as to were the line is, and which line they are in.The management staff was rough with staff, and the staff seemingly part of the Clinton Welfare reform failure.People working in a McDy's on ""The Strip"" need a certain group of skills.The one's at this McDy's, lacked skills.","['1', 0, 0, 0, 0, 0, 0, 0]"
The sweet tea and fries are always good but everything else on this menu at this location is meh the burgers are arguably the worst I had at any McDonald's sadly,"[0, 0, 0, 0, '0.6667', 0, 0, 0]"
I was just there and they messed my order up big time not happy with this mcdonalds at all instead of dancing around and playing they should of been makin the food right !,"[0, '1', 0, 0, 0, 0, 0, 0]"
Beware!This McDonalds is a constant source of trouble. ξThere have been several high profile assaults inside and directly in front of this place. ξSteer clear! Especially on weekend nights!,"[0, 0, 0, 0, 0, '1', 0, 0]"
Can this place be shut down already! My husband and I come here often before going to work and they take forever for a coffee and oatmeal. Which by the way is always given to is poorly . The night crew is a lot better than the am crew avoid this place,"[0, 0, 0, '1', 0, 0, 0, 0]"
"Seriously, an order of 20 pc nuggets and you give us TWO sauces when I asked for sweet n sour & honey mustard! (Only honey mustard was in there) If you're a normal person, you know it takes maybe four-five sauces to finish all nuggets. You guys are ridiculous.","[0, '1', 0, 0, 0, 0, 0, 0]"
Just stopped to get my dad and kids some breakfast ordered some hotcakes...checked my bag (or so I thought) then asked for some syrup and they told me they were out...shouldn't you tell someone you are out of syrup before you sell them 4 orders of pancakes? Then I get to my dads and realize I only got 3 orders...after a long wait fail all the way around,"[0, 0, 0, 0, 0, 0, '0.6829', 0]"
"March 23, 2013 my experience at this McDonalds was beyond describing. After waiting at the drive thru and then entering the store only to be told No McFish Bites and No Ice Cream and made to feel like an old man out of place, I was given the phone contact for McDonalds' CUSTOMER SERVICE by the store Manager I was given 1-800-244-6277 DIAL THIS NUMBER. ξIt is an Asian Sex Phone Line.And this number was given to me by the Hispanic Manager on Duty, Ms Ella Gonzalez. ξ I have this piece of paper in a Bank Vault. So if you are in need of having your Big Mac Serviced, then call McDonalds Customer Relations. They will bite your fish.","['0.6786', 0, 0, 0, 0, 0, '0.6607', 0]"
"A McDonalds's with the worst continuing costumer service I have ever experienced on multiple occasions over the course of three years. Let's just say an average wait for a small fry is 25 minutes.Last night at 3:30 AM I pulled up to the drive-thru, just as a car was reversing out. I should have known then that I was warned. I continued to pull through, but after ten minutes or so no one asked me for my order. So I continued on through the drive thru, thinking I could order at the next window. Well actually I sat trapped in the drive thru for over thirty minutes with the line not moving, and my car not able to escape the raised drive thru. At one point an older male employee came to the first window, stood there, looked at me and laughed. Then he turned around and left (I assume to continue not doing work.)After a waste of 30 minutes, the car behind me left and I was able to reverse my way out. So I have a few recommendations: 1. Since your McDonalds sucks so much please do not barricade drive thru attendees without an escape route. 2. Learn how to make 'fast' food and 3. Fire your entirely incompetent staff. You're wasting your money.This place doesn't even deserve one star. You're better off driving a mile or so to the next McDonald's.","['0.6771', 0, 0, '0.6706', 0, 0, 0, 0]"
"I admit I'm guilty and came here a few times when I had a fix for a McRib sandwich or a 6 piece chicken mc nuggets. ξService is just Ok, depends on what time of day and how crowded the place is. ξ It's not as efficient as other McDonald's in midtown but its not the worst either. ξ It's almost impossible to find seating during lunch time though , always packed, so better to take your food to go.","[0, 0, 0, '0.6604', 0, 0, 0, 0]"
"This is the worst McDonald's I've ever visited, which is a shame, because it's very convenient to where I work. They have literary messed up every order I've ever gotten there. The staff is rude, and their Coke tastes like it's half soda, half Hi-C Orange. On the plus side, there's always a cop there, so they got that going for them, which is nice.","[0, '1', 0, 0, 0, 0, 0, 0]"
There's really no reason for the employees to be so rude,"['1', 0, 0, 0, 0, 0, 0, 0]"
"Dirty - dirty & ξdirty. The Resturant was so dirty that there was no clean table available. ξThis is a fairly new location, so I'm not sure why it's not being better maintained . Hope somebody helps the staff at this location get it together.","[0, 0, '1', 0, 0, 0, 0, 0]"
Went through for breakfast and the sausage biscuit was hot and delicious. ξI ordered a small mocha and must say that although it is cheaper than starbucks 2.46 vs 2.75 it is nowhere as good as starbucks. ξThis McDonald's sometimes has inconsistent quality. ξI've had chewy cold fries rather than fresh tasty fries. ξSometimes the food isn't fresh and hot.,"[0, 0, 0, 0, '1', 0, 0, 0]"
"This place is a joke! It's disgusting enough of a fact that the only thing to eat at Excalibur between the hours of 0200 and 0600 is McDonald's, Starbucks, and Krispy Kreme. But then, to be forced to go to McDonald's and find this pitiful excuse of an establishment instead.... for shame. The first night they ran out of Butterfinger topping for a McFlurry. The second night, they claimed their ice cream machine was ""locked."" Not broken.... but locked. WTF is that?!?! If you are the only late night eatery available, you better have all your menu items available because I have a bit of a sweet tooth. This place is a joke... do yourself a favor and walk across the footbridge to New York New York and eat at America, their late night cafe.","[0, 0, 0, 0, 0, 0, '0.7185', 0]"
