,tag,tag_conf,city,review,RudeService,OrderProblem,Filthy,SlowService,BadFood,ScaryMcDs,MissingFood,Cost,na,BinaryLabel,topic,Most_Likely_Topic,Most_Likely_Topic_Names
323,['OrderProblem'],['0.6836'],Las Vegas,place really hit miss service food cheap go period service like said sometimes mess busy cause heaven send dollar menu love hate relationship guys updates get smoothies love mango pineapple yum di would rate stars keep cause street know stupid reason well shut write review please lol,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01000000,1,11,service bad customer
324,['RudeService'],['1'],Las Vegas,mcdonalds need help use travel alot mcdonalds always go fast food restaurant us always consistant food fast convenient service branch poorly run store last time go thru drive thru man take order rude person think could seem awnser question polite way food sub par two nights ago go grab quick snack wrap greated big man poor attitude think maybe bad night pull counter grab order car drive thru go around us leave actually yell man take order need learn treat customers know rudeness suspect imagination tonight absolute last time ever go go thru drive thru around reason man normally take order say would close minutes break suppose hour location sure say minute break ask would open yell back headset seriously bad service pass word location inconsistant food horrible service management fast food branch fire well employees seem think yell customers treat poorly okay,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,1,6,go time back
325,['SlowService'],['1'],Las Vegas,good service drive thru slow pick breakfast office usu place warn think go faster big order may get stink eye customers pretend read newspaper cont yelp avoid eye contact,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00010000,8,2,drive thru window
326,['BadFood'],['1'],Las Vegas,must say smoothie come months ago horrible way sweet sonic good ones mcd obviously use real fruit even midnight best sweet tooth option wait positive use coupon try new strawberry freeze lemonade yes like commercials indicate tart sweet would good option cool small strawberry syrup bottom might use sundaes know sure mcdonald come new stuff every month beverage department freeze lemonade king,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00001000,14,9,place like would
327,['RudeService'],['1'],Las Vegas,small clean staff rude remember show seinfeld instead soup nazi woman maybe manger condiment nazi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,12,13,window us say
328,"['SlowService', 'RudeService']","['1.0', '1.0']",Las Vegas,mcdonalds best reputation bad fast food experience lifetime besides wait minutes big mac witness customer treatening hit member staff sure happen arrive customer say would hit later left staff members begin shout use cashier machines obvious staff untrained completely unprofessional manager seem lose control berate staff front customers,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10010000,2,3,wait minutes line
329,['RudeService'],['1'],Las Vegas,food good staff service horrendous every single time go mess order opinion need hire new staff complained get attitude manager bad mcdonald,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,11,11,service bad customer
330,['BadFood'],['0.6655'],Las Vegas,come short feul gamble night morning breakfast never taste good remember bottomline seem pretty clean mcdonald,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00001000,12,1,mcdonald people time
331,"['SlowService', 'RudeService']","['1.0', '1.0']",Las Vegas,would give star could line drive thru minutes lady ask us want start order sudden say hold couple pull behind us someone pull lane drive thru lady ask lane may help wait little long see anyone would help us one drive go wendy instead screw mcdonalds,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10010000,9,2,drive thru window
332,"['RudeService', 'BadFood']","['1.0', '0.7']",Las Vegas,rude staff cold fries would give one star inside look nice modern clean friend tell could get ice coffee meal extra charge charge extra,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10001000,9,10,coffee burn ice
333,"['OrderProblem', 'Filthy', 'ScaryMcDs']","['1.0', '0.6857', '0.6571']",Las Vegas,start oh yeah people watch place wonderful abundance tweekers crackheads amazing aside mcdonalds say food service good staff seem overwhelm small lunch rush order miss hamburger main part one meals ordered apple juice part kid meal cup one drinks fix quickly oh employee din area make floor super sticky think mop mop bucket clean spill soda guess nice would definitely would recommend try particular mcdonald across street,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,01100100,0,7,one north avenue
334,['SlowService'],['1'],Las Vegas,slow take order give order done middle night people,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00010000,3,0,order time wrong
335,"['SlowService', 'OrderProblem']","['1.0', '1.0']",Las Vegas,bad mcd ever took min coffees could get right everything bad slow irritating,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,01010000,8,5,get right work
336,['RudeService'],['1'],Las Vegas,could give star would describe store manager rude order correct try say ordered ask money back cancel order tell refund get refund promise would never back,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,14,0,order time wrong
337,"['Filthy', 'RudeService']","['1.0', '0.6891']",Las Vegas,sad say see worse convenient relatively fast clean could staff almost depress homeless people find hang around,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10100000,4,9,place like would
338,['RudeService'],['1'],Las Vegas,usually issue come usually come morning work coffee time come family order four meals ice coffees ask drive thru lady couple pack mayonnaise leave window come back hand one pack mayonnaise calm know decide use mayo home burgers right mind would u think could one baby pack mayo four burgers even two hand one window lazy ass girl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,5,7,one north avenue
339,"['OrderProblem', 'Filthy']","['1.0', '1.0']",Las Vegas,mcdonald dirty busy chaotic experience typically one register open number call order miss drink chicken club sandwich order crispy receive grilled breakfast consist old oil fry hash brown decent ice mocha take minutes get order bathrooms dirty miss feminine waste receptacles stall half time employee decide clean mop water slosh place,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,01100000,15,0,order time wrong
340,"['Filthy', 'BadFood', 'RudeService']","['1.0', '1.0', '0.6622']",Las Vegas,bad mcdonald far always smell like sewage food alway old tell someone like inconvenience believe manager actually manager personality rock small amount great employees,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10101000,4,1,mcdonald people time
341,"['SlowService', 'BadFood']","['1.0', '0.6604']",Las Vegas,location extremely slow order usually wrong food taste old obviously change fryer oil often enough need find good way count tills minutes morning sit window wait would skip place good ones around,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,00011000,14,3,wait minutes line
342,['BadFood'],['0.6562'],Las Vegas,always busy food usually cold sigh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00001000,7,4,food fast time
343,"['RudeService', 'SlowService']","['1.0', '0.6818']",Las Vegas,totally understand mcdonalds get pay professionalism need major work wait food would nice hear yell workers horse playing behind register front store think go inside would fast since line cars circle awful drive thru really think wait long go inside,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10010000,1,3,wait minutes line
344,['ScaryMcDs'],['0.6404'],Las Vegas,really stars dumb set drive run length regular park area line drive long block park space get end park away store walking service fast polite think would skip place another mcdonald unless really need coffee food,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00000100,10,2,drive thru window
345,"['SlowService', 'Filthy']","['1.0', '1.0']",Las Vegas,understaffed slow service couple dirty interior trash overflow least minutes store far small location,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,00110000,14,11,service bad customer
346,"['RudeService', 'OrderProblem']","['1.0', '1.0']",Las Vegas,mcdonalds terrible expect much fast food standard low one least reach minimal expectations son go drive took forever nerve ask everything screen correct get food pull forward drive thru allow traffic move explain son need check make sure get everything order big mac meal happy meal burger plain miss toy fry burger go inside convince really get everything get miss go home son disappointed order burger plain reason busy chat behind counter pay attention order already screw apology nothing would let slide time hire people work expect five star meal get order right first time least screw twice,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000,14,5,get right work
347,['SlowService'],['0.6585'],Las Vegas,busy use register okay customer service,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00010000,12,11,service bad customer
348,"['SlowService', 'BadFood']","['1.0', '1.0']",Las Vegas,finally leave early enough work allow get mcd coffee like fancy coffees regular coffee cream decide quick avoid drive thru go inside luck one person ahead least cars wait outside like counter displays variety coffee cup mug present way look inviting think nice touch well turn come realize slow cashier care umbria world moments finally take order another woman actually make coffee quickly head work disappointment come realize coffee taste bitter burnt ugh try another mcd close work next time let,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,00011000,8,10,coffee burn ice
349,['OrderProblem'],['1'],Las Vegas,second time go drive thru order chicken nuggets nephew always forget sauce called let know happen twice girl end line say check leave pay product check see someone else job sad,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01000000,2,2,drive thru window
350,['RudeService'],['1'],Las Vegas,gotta cheap mcdonalds mcdonalds history never give napkins drive order sandwich five large fries ask extra ketchup give packets tell maximum give ask girl drive thru four manager get pissy throw handful ketchup bag ask happy needless say terrible place order food,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,11,2,drive thru window
351,"['BadFood', 'SlowService']","['0.7036', '0.6612']",Las Vegas,see food sit drive window watch lady prefer attend coffee maker take time finally get food hand food wait window could leave way fry suck nuggets rock hard,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,00011000,1,4,food fast time
352,['Filthy'],['0.6696'],Las Vegas,mcdonald clean eat fast food often return location times say people work nice fast thing great restrooms old gas station,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,00100000,6,4,food fast time
353,"['RudeService', 'OrderProblem']","['1.0', '1.0']",Las Vegas,get far bad mcdolalds ever create number one never give right order number two understand english number three use bare hand prepare food number four make mistake order give attitude like something wrong seriously misery store people work give horrible costumer service little bite rude costumers every restaurant respect costumers us would job,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000,3,11,service bad customer
354,['RudeService'],['1'],Las Vegas,come morning around friends drive thru guy refuse two separate orders rude one behind us forget ranch pay last minute never go back work ex mcdonalds worker never act like else would get write termination look rude people,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,5,2,drive thru window
355,['RudeService'],['0.672'],Las Vegas,sure mcdonald show closed connect terrible gas station still business hour drive thru well never inside order drive thru employees pretty friendly fast service problems order far love large sweet teas move area weeks ago drive could remember saw sign say hour drive thru first time come ask cashier first window drive thru hours employee ummm think sure want ask okay ask next window lol work know drive thru hours come well drive second window get food saw hour sign still employee least know restaurant hours right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,4,2,drive thru window
